date,equity,cash,margin,pnl_spot,pnl_perp,pnl_funding,pnl_total,n_active
2021-01-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,1000490.2731165182,0.0,19636.056253791678,72423.98430458707,-72522.43302673165,1497.1520712209303,1398.7033490763415,2.0
2021-01-04,1002494.9112779122,0.0,-37654.36173749796,131273.66153601502,-132385.8590860412,3188.8537041682616,2076.6561541420856,2.0
2021-01-05,1035166.0127380231,63496.817187171575,45534.83426952727,15437.675890778977,-15102.648087286158,5522.127742434673,5857.155545927492,2.0
2021-01-06,1037395.6615426242,0.0,41708.48357015474,55311.07628458513,-55138.88247620988,2100.7767017681913,2272.970510143438,2.0
2021-01-07,1041424.6811373557,0.0,13376.090293707908,85647.00877367677,-86957.24144702501,5392.468972683479,4082.2362993352453,2.0
2021-01-08,1045699.6750451513,11769.924678760486,47303.08326386972,40565.00182512675,-39991.606276045095,3784.1094821681118,4357.505031249763,2.0
2021-01-09,1050073.8698792907,41881.959260347365,47497.25994936189,10749.451682343744,-10252.607502363679,3913.8027181833895,4410.646898163455,2.0
2021-01-10,1052017.58965348,33025.74952231222,47695.942490883484,17377.047822614903,-18135.00224789366,2718.7831922423366,1960.8287669635802,2.0
2021-01-11,1056727.5211204998,48528.60537578162,83766.01084631914,-31251.67872576527,31266.551465300043,4724.493637066911,4739.366376601685,2.0
2021-01-12,1061029.9475861723,12976.96147595466,186559.06925704982,-98469.31090891427,100383.55368808648,2423.7199572698437,4337.9627364420585,2.0
2021-01-13,1061633.2820065927,-2.1378784832441217e-15,218816.48496183916,-31646.298739475897,31155.272479595442,1107.4190536816159,616.3927938011611,2.0
2021-01-14,1062107.3492548815,0.0,145878.54017011897,73412.012040009,-73772.93363367881,834.9888419586421,474.06724828882557,2.0
2021-01-15,1063657.3738608886,1.0114131754335176e-13,85329.00971516613,62101.29090663462,-62380.600540071544,1832.3206118220805,1553.0109783851549,2.0
2021-01-16,1066492.2420989359,12050.458439637072,142768.50754163752,-54585.23938096578,55477.29127091418,1975.1290315307435,2867.1809214791447,2.0
2021-01-17,1066984.4942221025,6.409494854920721e-30,129398.4734536966,13869.51311348844,-14895.412401240377,1530.1930455321135,504.29375778017584,2.0
2021-01-18,1068608.0209228853,-8.355184313088549e-49,131344.23292940878,-322.2327749294766,611.1251376130836,1334.6343380990872,1623.5267007826942,2.0
2021-01-19,1069240.9811276656,0.0,111668.74751687204,20308.445617317164,-21813.85790388612,2138.3724913493747,632.9602047804178,2.0
2021-01-20,1075499.7504653533,7902.994051010156,85831.32956283857,32100.931301938577,-30028.550133419314,4194.57986620216,6266.961034721423,2.0
2021-01-21,1076663.5593585807,38363.9156186089,88548.8763950669,-1525.9692585873481,824.4203234262959,1911.2383222283784,1209.6893870673262,2.0
2021-01-22,1078695.9738663705,10019.716295795335,248291.99764460223,-157689.4676890167,158508.91626805515,1248.3203889236493,2067.7689679621135,2.0
2021-01-23,1078134.2124485052,-3.73596040593566e-16,175277.82616802596,72458.41908416948,-73326.00987673973,315.84580340857076,-551.7449891616778,2.0
2021-01-24,1078909.2680677648,0.0,188057.1313344525,-12004.249547166743,12347.66177384294,431.6433925836033,775.0556192598003,2.0
2021-01-25,1080344.8862301141,0.0,130548.13412577384,58944.6153710279,-58884.62751482596,1375.6303061472836,1435.6181623492275,2.0
2021-01-26,1082619.8703009344,3820.8273773301075,159190.5832531791,-26365.17148986809,26942.074465665468,1701.8335420129092,2278.736517810286,2.0
2021-01-27,1082633.5415189243,1.2153388321061213e-29,138970.5859317105,20235.959966511607,-20724.764561495205,506.31091447474205,17.506319491144268,2.0
2021-01-28,1083629.7367713368,-2.71345343902832e-61,214856.79631429396,-74890.01513017114,75476.30182782953,409.9085547539252,996.1952524123153,2.0
2021-01-29,1083661.0947693994,0.0,140207.64515260048,74680.50915975607,-75187.79264646166,538.641484768169,31.35799806257546,2.0
2021-01-30,1086334.5500829476,0.0,112718.9387514489,30162.161714699887,-30582.11590199334,3093.4095008417735,2673.45531354832,2.0
2021-01-31,1087992.6780630979,0.0,114676.44855330484,-299.3818217056833,353.38400612251337,1604.1257957334246,1658.1279801502546,2.0
2021-02-01,1090582.6104192175,0.0,157034.18201271456,-39767.80110328994,40187.721752427264,2170.0117069824546,2589.9323561197807,2.0
2021-02-02,1091170.6618680703,0.0,129860.16961294437,27762.063848622827,-28388.340531183057,1214.3281314128672,588.0514488526369,2.0
2021-02-03,1093261.2129667057,0.0,55535.48007856884,76415.24063301078,-76926.93546137122,2602.2459269956917,2090.5510986352483,2.0
2021-02-04,1097829.6745204586,0.0,24449.318652196787,80228.81792612356,-79135.04261845534,3519.5751119785564,4613.350419646784,2.0
2021-02-05,1100897.3817569218,50606.09500558849,82761.60971096938,-29771.989493482644,29963.74874192343,2951.589079731909,3143.348328172696,2.0
2021-02-06,1103352.350056499,0.0,46271.36566500565,56992.51985940577,-57886.50520821628,3381.5891242377015,2487.6037754271943,2.0
2021-02-07,1105899.5050081469,50877.902264526856,53451.88000173645,-748.9092135118499,469.1522700818532,2882.031913172425,2602.2749697424283,2.0
2021-02-08,1109856.706748282,47800.625566980816,81807.70457579818,-24384.167914979218,25276.827692419596,3088.5116926429837,3981.171470083362,2.0
2021-02-09,1111529.832730946,0.0,-38421.195654496754,141723.64216789004,-143553.15380603157,3530.9736229156642,1701.461984774136,2.0
2021-02-10,1117891.9743891729,51171.88989828737,50861.55581426048,6111.224233542034,-4873.74685114709,5265.599950790656,6503.077333185601,2.0
2021-02-11,1122405.8929621095,51500.480800596204,81165.76116012744,-25787.215267848256,25877.76926386214,4428.027183165397,4518.581179179282,2.0
2021-02-12,1124918.591586084,5143.9109145460425,50981.372318409776,49165.86198493287,-49948.897015409624,3325.657664172361,2542.6226336956047,2.0
2021-02-13,1128701.00884422,47270.034376399446,51095.502888176066,8425.41381612344,-7949.8110313286015,3354.011000585653,3829.613785380492,2.0
2021-02-14,1133116.371196707,52070.31023482834,64194.247807824795,-8494.306798907666,8556.24985274833,4376.146479575641,4438.089533416304,2.0
2021-02-15,1136705.429324063,39557.45057352556,56567.703962945554,11223.106185932364,-11700.803775386652,4079.285844524104,3601.5882550698157,2.0
2021-02-16,1139338.2728586397,47508.236223979206,72263.91433170452,-13051.455208002577,13633.410381341642,2070.6202556886365,2652.575429027702,2.0
2021-02-17,1142923.8506722425,32055.75919019181,61882.08555575494,13976.67375093248,-13981.532231503308,3606.112239558809,3601.2537589879803,2.0
2021-02-18,1147499.5332868213,6063.5810484377,51913.328973121475,51256.04380283268,-50695.12578340241,4027.1245817609256,4588.0426011912,2.0
2021-02-19,1151881.5748363617,37850.37572392189,52121.163394205185,19486.767834130984,-19896.8114235067,4838.9600822160455,4428.916492840329,2.0
2021-02-20,1154891.7983246185,7519.543369896506,52320.20234540161,48648.00570128826,-49245.14577440541,3638.4462794836836,3041.306206366531,2.0
2021-02-21,1160612.8414213355,53251.42668541805,70247.99952148771,-12025.209717091615,12718.230448726154,5074.174696560676,5767.195428195215,2.0
2021-02-22,1163591.7213845218,36018.53744737821,52716.789672117346,20520.600822679447,-20305.02144026038,2780.8001118462553,2996.3794942653212,2.0
2021-02-23,1166176.3629058474,53681.670930357745,128733.2212743421,-73280.42735891973,73524.30938887068,2358.487738580093,2602.3697685310462,2.0
2021-02-24,1166310.346478034,-4.714451051768265e-12,236815.629128199,-107916.23030354064,107510.17253566772,593.7793021402424,187.72153426732552,2.0
2021-02-25,1167630.0612992411,0.0,217485.7354579663,20649.608491439627,-20172.03430546115,842.1406352284441,1319.7148212069199,2.0
2021-02-26,1168592.9738451345,0.0,284234.6104506553,-65785.9624467954,66070.14241153996,678.7325811490269,962.9125458935856,2.0
2021-02-27,1168555.875006535,0.0,302718.7789178882,-18521.267305832436,18081.075801451196,403.0926657816848,-37.098838599555734,2.0
2021-02-28,1169854.641685429,0.0,301797.6065896316,2219.9390071505213,-1677.3678988297497,756.195570573153,1298.7666788939246,2.0
2021-03-01,1169621.3983426825,0.0,322371.17281023844,-20806.80956335335,20188.304596011738,385.26162459514063,-233.24334274646998,2.0
2021-03-02,1170524.1603343654,0.0,236352.73686970398,86921.19793221753,-86556.8081788604,538.3722383259415,902.7619916830704,2.0
2021-03-03,1171527.996496682,0.0,272477.1860411922,-35120.61300917172,35420.77637715432,703.6727943339279,1003.8361623165251,2.0
2021-03-04,1171820.934726822,0.0,230931.91094331892,41838.21332801327,-42308.29085313227,763.0157552589899,292.938230139991,2.0
2021-03-05,1172356.5977389885,0.0,258941.55098151197,-27473.97702602656,27429.388227371994,580.2518108210767,535.663012166509,2.0
2021-03-06,1172559.2138734034,0.0,258676.13694522303,468.03017070390206,-660.1643583365112,394.75032204757974,202.6161344149706,2.0
2021-03-07,1173380.0685698926,0.0,223150.6678078994,36346.3238338127,-36200.97290429148,675.5037669678362,820.8546964890569,2.0
2021-03-08,1174201.5697422032,0.0,181986.05103886838,41986.11794134186,-42036.42513598586,871.8083669548381,821.5011723108349,2.0
2021-03-09,1174793.9781295457,0.0,138214.75615044122,44363.70327576946,-44548.608505436125,777.3136170089675,592.4083873423043,2.0
2021-03-10,1176399.0628258318,0.0,104692.72280892203,35127.11803780549,-35458.22164278326,1936.1883012640767,1605.0846962863081,2.0
2021-03-11,1178070.12199833,3028.0071602445814,118340.7467495705,-11975.106135532695,11803.466215996119,1846.0103680451357,1674.37044850856,2.0
2021-03-12,1180398.0426192458,-1.8536283619141614e-12,93358.33161451668,27322.64981637586,-27494.77317590743,2520.851068591393,2348.7277090598213,2.0
2021-03-13,1183391.3229936187,14718.459068110446,118997.74587421112,-22634.150316477226,23182.485076162622,2464.6760456116194,3013.010805297016,2.0
2021-03-14,1185049.4886668352,0.0,36800.35067369178,83864.3878297737,-84268.58516375622,2077.1672480090033,1672.9699140264834,2.0
2021-03-15,1188432.112135444,54630.3196299961,97518.73034946674,-40251.72042653638,40409.91258922724,3296.1826413763683,3454.374804067227,2.0
2021-03-16,1190918.5727295491,11279.723554536393,146689.37650499336,-46658.18733674308,47164.408398915526,2023.6273939932755,2529.8484561657197,2.0
2021-03-17,1191501.213877149,-1.761441408121872e-16,131939.36420170838,15339.418128047708,-15760.110757541792,1014.627527483824,593.93489798974,2.0
2021-03-18,1192663.1177449892,0.0,108851.49366318296,24249.774406365912,-24199.993411932388,1112.1228734069782,1161.9038678405022,2.0
2021-03-19,1194325.748338169,349.2739820135284,136379.67326004393,-25854.432320485015,25924.40776206677,1611.151573908317,1681.1270154900722,2.0
2021-03-20,1194940.6480784114,2.049189460828019e-30,123585.39177147693,13409.39069544375,-13513.366425372273,719.223096217271,615.247366288748,2.0
2021-03-21,1197342.469052144,3.3158522568193217e-62,126067.86575631853,-80.65301110875282,562.3132227888761,1920.1607620527125,2401.8209737328357,2.0
2021-03-22,1197916.327047291,-5.172884972384334e-81,140462.15703181113,-13820.43328034582,13424.71498174038,969.5762937522329,573.8579951467934,2.0
2021-03-23,1199848.8893988156,0.0,202786.44721749262,-60391.72783415689,60802.576387048764,1521.7137986327302,1932.5623515246057,2.0
2021-03-24,1200333.2610423989,0.0,204735.5531752007,-1464.734314124782,1171.6342794048796,777.4716783032125,484.37164358331006,2.0
2021-03-25,1202061.2928936365,0.0,250869.37977510545,-44405.794748667206,45141.56786497702,992.2587349277178,1728.031851237532,2.0
2021-03-26,1201781.9343409056,0.0,258708.92599633272,-8118.904773957904,7423.928536038917,415.61768518836584,-279.3585527306211,2.0
2021-03-27,1202932.600747862,0.0,191950.12637902517,67909.46602426379,-67222.71003522005,463.91041791250984,1150.6664069562503,2.0
2021-03-28,1202967.642064794,0.0,180637.9138208062,11347.253875150935,-11766.41968322151,454.2071250025207,35.04131693194597,2.0
2021-03-29,1203548.1584555055,0.0,189115.41546695578,-7896.985255438005,7882.514358595724,594.9872875538662,580.5163907115851,2.0
2021-03-30,1204274.3699701875,0.0,134247.25992881032,55594.36705282731,-55815.695720968964,947.5401828235194,726.2115146818619,2.0
2021-03-31,1205487.1580212496,0.0,118210.6326074119,17249.41537246083,-17696.426226852134,1659.7989054537077,1212.788051062403,2.0
2021-04-01,1207446.3428431049,0.0,96778.82147606257,23390.995953204358,-23782.49123227694,2350.680100927612,1959.184821855028,2.0
2021-04-02,1211170.872042537,21728.24987621906,86781.49952933342,13734.894182605489,-13189.192777814407,3200.7134269696353,3746.414831760717,2.0
2021-04-03,1213567.8536936245,9838.124289803807,55013.21184786232,48452.28059871202,-49158.73640579608,3125.1245227991453,2418.6687157150877,2.0
2021-04-04,1216691.3717803105,55975.8478613179,108340.42229165131,-50066.62592864023,50012.45075787757,3224.2506862879636,3170.0755155253028,2.0
2021-04-05,1219532.2269666276,3039.9769639457913,81608.33196718153,29604.692217631084,-28545.104657745134,1834.1500848873338,2893.737644773283,2.0
2021-04-06,1220488.9490029514,30047.738221836586,65281.73833671611,17299.527888959507,-18270.426426744496,1954.2206277980126,983.3220900130232,2.0
2021-04-07,1223958.6399719063,46468.293955677706,78188.7926392257,-9427.506400387636,9999.178608232247,2914.837610864162,3486.509818708773,2.0
2021-04-08,1225775.2374572393,33881.26668795471,138691.30804820644,-58678.36923014482,58747.30022288216,1760.47459431933,1829.4055870566697,2.0
