symbol,count,basis_pct_mean,basis_pct_std,basis_pct_min,basis_pct_p05,basis_pct_p50,basis_pct_p95,basis_pct_max,basis_ann_mean
BTCUSDT,1461,-0.00010315447078166342,0.0005412693504888332,-0.0011185211655480032,-0.0006398162105067939,-0.00033439570553062126,0.0009391791848085695,0.0019178085435158643,-0.03765138183530715
ETHUSDT,1461,-6.113412528324977e-05,0.0006252053164802325,-0.001831065863439063,-0.000672908376463166,-0.00033235756560867635,0.0010603121639412016,0.0036076125392348057,-0.022313955728386167
