open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
2021-01-01 00:00:00+00:00,737.18,750.4,714.55,729.77,1952291.25,2021-01-01 23:59:59.999000+00:00,1435726001.9156,1022268,917268.532,674735299.19568
2021-01-02 00:00:00+00:00,729.7,788.71,715.6,775.02,4176508.581,2021-01-02 23:59:59.999000+00:00,3166570113.30716,1675287,2045884.505,1551475925.67028
2021-01-03 00:00:00+00:00,775.04,1022.51,769.19,980.24,9610267.802,2021-01-03 23:59:59.999000+00:00,8696957087.56834,3584354,4657677.769,4214597578.60845
2021-01-04 00:00:00+00:00,980.23,1173.94,890.0,1043.11,12057661.067,2021-01-04 23:59:59.999000+00:00,12280790632.57096,5214614,5778764.348,5889966213.22539
2021-01-05 00:00:00+00:00,1043.12,1138.92,974.23,1101.29,7526097.093,2021-01-05 23:59:59.999000+00:00,7963297766.14071,3756458,3629331.553,3840921611.10877
2021-01-06 00:00:00+00:00,1101.29,1218.0,1057.3,1212.64,6952861.553,2021-01-06 23:59:59.999000+00:00,7952492225.25109,3494566,3321058.126,3800589046.70885
2021-01-07 00:00:00+00:00,1212.98,1297.15,1150.0,1227.12,5807791.01,2021-01-07 23:59:59.999000+00:00,7101050891.0701,2990880,2772049.386,3390930251.65891
2021-01-08 00:00:00+00:00,1227.5,1279.06,1064.6,1218.39,6994773.234,2021-01-08 23:59:59.999000+00:00,8338888162.52835,3819568,3312616.534,3949768897.76069
2021-01-09 00:00:00+00:00,1218.55,1314.0,1173.0,1279.96,4157466.015,2021-01-09 23:59:59.999000+00:00,5122826054.03456,2332783,1987394.9,2450205641.03836
2021-01-10 00:00:00+00:00,1279.96,1354.66,1168.49,1257.96,5913298.389,2021-01-10 23:59:59.999000+00:00,7633413010.30207,3326148,2781784.245,3593800626.94579
2021-01-11 00:00:00+00:00,1257.95,1264.5,915.2,1086.94,11237262.772,2021-01-11 23:59:59.999000+00:00,11884458713.94124,6888480,5330729.574,5639590221.4675
2021-01-12 00:00:00+00:00,1086.84,1153.13,1007.0,1050.82,5531356.605,2021-01-12 23:59:59.999000+00:00,5979396463.61216,3566320,2638374.932,2853269704.49428
2021-01-13 00:00:00+00:00,1050.67,1138.63,987.21,1130.4,4029644.646,2021-01-13 23:59:59.999000+00:00,4284303782.76047,2781096,1944010.424,2068348623.5124
2021-01-14 00:00:00+00:00,1130.4,1249.32,1087.68,1234.86,4079502.435,2021-01-14 23:59:59.999000+00:00,4801436186.55306,2522658,1960836.392,2308220044.12361
2021-01-15 00:00:00+00:00,1234.5,1260.0,1070.0,1168.79,5020898.727,2021-01-15 23:59:59.999000+00:00,5936014554.3996,3358575,2392020.497,2828783904.10233
2021-01-16 00:00:00+00:00,1168.65,1296.79,1152.13,1230.19,3980782.071,2021-01-16 23:59:59.999000+00:00,4882690374.13278,2865431,1912825.153,2346394635.14904
2021-01-17 00:00:00+00:00,1230.32,1272.28,1165.0,1233.71,3396518.439,2021-01-17 23:59:59.999000+00:00,4148284417.37915,2848234,1651908.247,2018781238.7725
2021-01-18 00:00:00+00:00,1233.61,1265.96,1183.2,1262.99,2562805.077,2021-01-18 23:59:59.999000+00:00,3145780782.70752,2072463,1238032.263,1520307506.40987
2021-01-19 00:00:00+00:00,1263.0,1444.05,1255.51,1367.51,6288844.344,2021-01-19 23:59:59.999000+00:00,8661460016.5314,3890176,3015469.076,4153264139.37802
2021-01-20 00:00:00+00:00,1367.38,1411.38,1236.35,1379.24,5844273.198,2021-01-20 23:59:59.999000+00:00,7735368865.48017,3605568,2787472.651,3691850377.50564
2021-01-21 00:00:00+00:00,1379.23,1391.0,1083.4,1111.23,6820207.515,2021-01-21 23:59:59.999000+00:00,8422222242.52244,4232497,3225429.287,3984780487.02147
2021-01-22 00:00:00+00:00,1111.82,1274.52,1041.13,1234.55,5475223.381,2021-01-22 23:59:59.999000+00:00,6400413550.76259,3498939,2678746.661,3132019760.24392
2021-01-23 00:00:00+00:00,1234.54,1274.0,1197.0,1235.66,2920417.541,2021-01-23 23:59:59.999000+00:00,3621490157.81458,2103058,1422281.665,1764218917.94195
2021-01-24 00:00:00+00:00,1235.65,1401.88,1221.51,1394.24,3768553.334,2021-01-24 23:59:59.999000+00:00,4990725961.73751,2620391,1895960.818,2510843703.70461
2021-01-25 00:00:00+00:00,1394.23,1481.46,1293.0,1318.61,5138109.254,2021-01-25 23:59:59.999000+00:00,7203921848.3719,3373235,2446042.654,3432045420.66001
2021-01-26 00:00:00+00:00,1318.53,1379.5,1244.87,1368.4,4868106.344,2021-01-26 23:59:59.999000+00:00,6419154907.36397,3330274,2389486.467,3152802892.24343
2021-01-27 00:00:00+00:00,1368.48,1377.9,1206.0,1238.55,5277115.882,2021-01-27 23:59:59.999000+00:00,6718585856.24908,3583216,2531776.401,3224148736.74322
2021-01-28 00:00:00+00:00,1238.55,1362.94,1217.28,1329.86,3463945.921,2021-01-28 23:59:59.999000+00:00,4544323851.28896,2615492,1714577.434,2250424392.42802
2021-01-29 00:00:00+00:00,1330.28,1443.0,1285.46,1381.99,5010264.423,2021-01-29 23:59:59.999000+00:00,6852570488.05573,3646547,2406600.666,3291810474.31575
2021-01-30 00:00:00+00:00,1382.14,1409.35,1328.0,1380.48,2364036.673,2021-01-30 23:59:59.999000+00:00,3218442098.50122,2016654,1159814.103,1579703446.13367
